sheet_id,position,suffix,duplicate_count,total_size_mb,sizes_mb,same_size
1QrJiLJDJOa3nhx53wf5x0MzRUqXbIJ5tN8KbVLbv6oI,A40,,2,0.36,0.18 | 0.18,ДА
10ZZ5TsaL4vJBrm7aNdL3We2jw_tpWACtuhEik1kTzjk,M3,,2,0.36,0.18 | 0.18,ДА
1pOra5mRfSHsMAlrBIFxFiRUyx0myOlbYASs_B-5Cr80,A5,,2,0.36,0.18 | 0.18,ДА
10CLh2r3oQFIsHMT6Q5P7TlKOh5A4QAyTookvRhzv7I4,A3,,2,0.36,0.18 | 0.18,ДА
19fle91Z5WUhPqz9y-3POvvjt_b4H5PwLSUDwlCrnkeI,J5,,2,0.36,0.18 | 0.18,ДА
1fgWVp6XOOYmc-VuSdMTrGZzF0S8vloAE-yHjxVHOlCE,A30,,2,0.36,0.18 | 0.18,ДА
13NEe5foNEWPtTf7tdb5hxN38BSziSDrpy7eykugyuac,A4,,2,0.36,0.18 | 0.18,ДА
1mzkhr02NJPcdQhDfTX_4-W3OCWhZLJuwWfKcZFR9jhM,A3,,2,0.36,0.18 | 0.18,ДА
1S-kVxser_AbC3mXsYL1kYr07ESC_Uucf8S2JOc9brjQ,O9,,2,0.35,0.18 | 0.17,НЕТ
180as2qcWqH1l2pf38cRZ_faukhaMrQTWIxRwxBYrjKQ,J5,,2,0.36,0.18 | 0.18,ДА
1pPfcEnCUDw3_QN6w7lfuIPDy9y-2fqLouxhT1ScKXEA,O6,,2,0.34,0.18 | 0.16,НЕТ
1mZaXU0DMqKcKiGonrG83lKZGc-eguq6y5bWDcXBMNjo,J14,,2,0.36,0.18 | 0.18,ДА
1fMfFfUOQRZrSmFYBmb9K4bfE0wWYie9Bm2JiHiamtYQ,A3,2,2,0.36,0.18 | 0.18,ДА
1lFSduWOJ3VduydGhSo-H6UEdcNSAZYUx9GxajtWfi0s,A5,,2,0.31,0.18 | 0.13,НЕТ
1u1in4fInMw-7x4VTWSTkANbgSD4qZIOfi8Igj1EQTsQ,A8,2,2,0.36,0.18 | 0.18,ДА
1lUTcumGg1DOthKRb4bety8I_f1DML8DcvvpIiLHxwCI,O53,,2,0.24,0.18 | 0.07,НЕТ
1y0QadzjmS5QSgy6yn1_devQxfGJXTc8mPMNS1qAt6t0,A18,,2,0.36,0.18 | 0.18,ДА
1y0QadzjmS5QSgy6yn1_devQxfGJXTc8mPMNS1qAt6t0,A9,,2,0.36,0.18 | 0.18,ДА
1LoicI-3bchfHcJ79ed-LktIrwgE_44AnyhX4N1V8Bgk,A3,,2,0.36,0.18 | 0.18,ДА
1mZaXU0DMqKcKiGonrG83lKZGc-eguq6y5bWDcXBMNjo,A3,,2,0.36,0.18 | 0.18,ДА
1UFXw178xDd9nb7TOKt905aOEMKh6yPj7FFUh69ujWuc,A61,,2,0.36,0.18 | 0.18,ДА
18-vrJ-Dtf-rBAYBEpjPCqfDu0GbkAp94AqcqKqJBwa0,J8,,2,0.36,0.18 | 0.18,ДА
1iB1J0TJevoHzrduqeySqO6gI_xLdhSDV9jxOdKICDY8,A21,,2,0.36,0.18 | 0.18,ДА
1LoicI-3bchfHcJ79ed-LktIrwgE_44AnyhX4N1V8Bgk,A4,,2,0.36,0.18 | 0.18,ДА
1hNtnAT1OKViKp3AgHmbZ9KB0KSQiYf8YoVMNgSnvVCk,A5,,2,0.36,0.18 | 0.18,ДА
1j8s7GVH2so9bsCtClUugRB8ZSBk0VvVYOIRF0WyOaMI,A4,,2,0.36,0.18 | 0.18,ДА
1zbhWaJefwlex13eN9vV3sCzaZHMTdcumkMBuSx6oJdY,H4,3,2,0.36,0.18 | 0.18,ДА
1daBmg6LopNg2q2y24SdqEyDiUhi6LQYU9ebBs_NuE6w,A13,,2,0.35,0.18 | 0.18,ДА
1Jrv62GAWBBaYN_XxoqLOyT-SUjfYi0J7SIa7vrxYVjU,M16,,2,0.35,0.18 | 0.18,ДА
1icOm2xDCLlD9KGDkAUTdFUP74UKSEhBDLm8LjkTmdfQ,M7,,2,0.35,0.18 | 0.18,ДА
13NEe5foNEWPtTf7tdb5hxN38BSziSDrpy7eykugyuac,J3,3,2,0.35,0.18 | 0.18,ДА
11LrKU758cTMsuopOWb3QXNTQBZYg7q-fafxJ0pWIVuo,O5,,2,0.29,0.18 | 0.11,НЕТ
1fgWVp6XOOYmc-VuSdMTrGZzF0S8vloAE-yHjxVHOlCE,A36,,2,0.35,0.18 | 0.18,ДА
1c2tJb3oHMYGmDtcQQLBcEYIH0pSWMxafJGFX9LUv6h4,A8,,2,0.35,0.18 | 0.18,ДА
1YPkkmtxhMtEFlo2sey8bNeSUIHfxIRY7Q4uROBEIYEY,M3,2,2,0.35,0.18 | 0.18,ДА
1Q8TDrSB_BLD6ajh1kl_zx0zSP8HUBqFb_5j3ot7vYYU,A22,,2,0.35,0.18 | 0.18,ДА
1KivSVgUyrWNRawajV-zll3zDbgQBGyk18pcxqARmsDc,O5,,2,0.28,0.18 | 0.11,НЕТ
1jcbY--YBOey3AKahhJwrR0ipkvLZLrKzg-LVa5Ttct8,N4,,2,0.34,0.18 | 0.16,НЕТ
1GOmxQW3PKUcvx3M5Heclh9JKHcQ1i3ddEdMuVgwIdck,K49,2,2,0.35,0.18 | 0.18,ДА
1Jrv62GAWBBaYN_XxoqLOyT-SUjfYi0J7SIa7vrxYVjU,A7,,2,0.35,0.18 | 0.18,ДА
1g8GzWqUhAlD_DN8q9XHQ-JZnV6GmI7zlZDteW0bQK-Y,H14,,2,0.35,0.18 | 0.18,ДА
1mz-Mf903ScyzK73kovNQRl23uJnH5mDFuatW5NYTytk,G7,,2,0.35,0.18 | 0.18,ДА
1NrEy_NH95NQpyrgPbOhpS4NwketMzQ30OOVqnvM8fAs,J3,,2,0.35,0.18 | 0.18,ДА
1VD7-_57nM8fG4kgq3ezJx4T6rLV-LZqlYe4VODfb4Lo,A3,,2,0.35,0.18 | 0.18,ДА
1VD7-_57nM8fG4kgq3ezJx4T6rLV-LZqlYe4VODfb4Lo,A7,,2,0.35,0.18 | 0.18,ДА
1_UGU9KRJGnc_gI_4pwlXXxEbxNKckupUqyic_YDGiPI,P22,3,2,0.35,0.18 | 0.18,ДА
1t800Mu7RntFKw4_j0rT_dAte6KsuPlHDbMUGzuCzjSA,P44,,2,0.35,0.18 | 0.18,ДА
1GSRnR2CUwcE2v7dGHI3R7M5gYgWAb-wDYMXWnlgn3fk,Q11,,2,0.35,0.18 | 0.18,ДА
1oFZJO4XrRiq3K09ujC9aPmEKW711Agv17k7IG1uiA2M,A6,,2,0.35,0.18 | 0.18,ДА
1PDgB4MnTEEMOohbmjAKDasph6akTpXUfqqahtiC9bXk,J25,,2,0.35,0.18 | 0.18,ДА
1EV6gE6x5Oozivh174IUK3ugDNYpSmzYWd6LPjw1y7xE,P11,,2,0.35,0.18 | 0.18,ДА
1B6DjZqzX6H3ZYnqcNC41AYOCUTG0tU190rqeSk1yK24,P10,2,2,0.35,0.18 | 0.18,ДА
1EaF5mGO4noTQEcAv7tQAEPokOUXah1InPq5ROHz-ZfQ,A14,,2,0.29,0.18 | 0.11,НЕТ
1aFbjwz-shMbqwDFndZeXz6Ol5Te2fCFDNMbsGcIg1MA,J11,3,2,0.35,0.18 | 0.18,ДА
17xevKkQKofNfEVlQ5YmeOrUdw3k6uCE5nhFeD0Jr5f4,M3,3,2,0.35,0.18 | 0.18,ДА
1tBsPOwCkilD1zfpDn52Vil54TVdopG0d6jgywgU60ow,H16,,2,0.35,0.18 | 0.18,ДА
11CdcMGGU58CF5bQbWCxQpwmxSALyhPLx2pZf3neD_dg,A10,,2,0.35,0.18 | 0.18,ДА
1oGQSNUq_kSjZWjK8cKRgY1ENVCwv6BLoGpYJKJwKZSQ,A6,,2,0.35,0.18 | 0.18,ДА
1dL3ME9s0BLCay-w5F_hPfwpqbtexnA9UP7kj_mr60rA,J15,,2,0.35,0.18 | 0.18,ДА
1sQTOeW0oioZF1OP-MkyYdKQPP5msfMc_xnz-2Cq6rNA,M4,,2,0.35,0.17 | 0.17,ДА
1mZaXU0DMqKcKiGonrG83lKZGc-eguq6y5bWDcXBMNjo,J11,,2,0.35,0.17 | 0.17,ДА
1sRRxTWbaVqdOUx85ltP6QQUH7ZGy4oDP6v03edt5E4I,J6,,2,0.35,0.17 | 0.17,ДА
167vBigYoeRyBXFgesJ0Ww69yoqFnSzOYlSrrRvfX3tU,A3,,2,0.35,0.17 | 0.17,ДА
167vBigYoeRyBXFgesJ0Ww69yoqFnSzOYlSrrRvfX3tU,A5,,2,0.35,0.17 | 0.17,ДА
17CE70PDWe9Xb1Rsox0c_esAfcPoZJ2H05kBxWKq3gLo,A17,,2,0.35,0.17 | 0.17,ДА
1_NcsSKbStq-42tpNBrD7AYR0fipSz2Ex58_kiQWaA24,O44,,2,0.31,0.17 | 0.13,НЕТ
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,A19,,2,0.35,0.17 | 0.17,ДА
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,A22,,2,0.35,0.17 | 0.17,ДА
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,A25,,2,0.35,0.17 | 0.17,ДА
1Jo-hBQ1tcYPtg5J3wukJD0NHHMDsaLVDvzqtgXHSbrA,A19,,2,0.35,0.17 | 0.17,ДА
1YeddttYzn1nbfDpmuwdhiH1n9Qn7w4NB4GwYDUf76bg,M3,3,2,0.35,0.17 | 0.17,ДА
1G81eX5qMozl7gZ6loUYqtUYJjFSwLKEWs1fPJB2aq50,M18,2,2,0.35,0.17 | 0.17,ДА
1eSG3XuY_NkUj11axjuRgeViIZCymPCms5qz8OylrhgY,N7,,2,0.35,0.17 | 0.17,ДА
1y0QadzjmS5QSgy6yn1_devQxfGJXTc8mPMNS1qAt6t0,J23,,2,0.35,0.17 | 0.17,ДА
1_NcsSKbStq-42tpNBrD7AYR0fipSz2Ex58_kiQWaA24,O67,,2,0.33,0.17 | 0.16,НЕТ
1ixbq5wYPcpYcsNR1qtVovPljsZTlwlPBJFKE-xxPzVk,S12,3,2,0.35,0.17 | 0.17,ДА
1GdyXPviQoSotWV7kqbfqn0TmrLqS0WxiJZU5J1QfjWo,A10,,2,0.35,0.17 | 0.17,ДА
1fBVG1R_48zWriVexvYD39Cs4SWis4udOQvHnVVk9RJY,J10,,2,0.35,0.17 | 0.17,ДА
1yRfuM0WbVpki5jP5xCkCdYzkbQgMsKVA_kECxGSz1cc,Y4,10,2,0.35,0.17 | 0.17,ДА
1KoMc7zu7LeE_KK-QQjuxXA4pZa6IzqFwvPw3TeaMbZ8,A3,,2,0.35,0.17 | 0.17,ДА
1GOmxQW3PKUcvx3M5Heclh9JKHcQ1i3ddEdMuVgwIdck,K30,3,2,0.35,0.17 | 0.17,ДА
1EV1-dVVP9vfZnQiHEAIVpVXSeyZio_3y-SqlLlovQpQ,A11,,2,0.35,0.17 | 0.17,ДА
1EV1-dVVP9vfZnQiHEAIVpVXSeyZio_3y-SqlLlovQpQ,A12,,2,0.35,0.17 | 0.17,ДА
1Jo-hBQ1tcYPtg5J3wukJD0NHHMDsaLVDvzqtgXHSbrA,A10,,2,0.34,0.17 | 0.17,ДА
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,A52,,2,0.34,0.17 | 0.17,ДА
1oFZJO4XrRiq3K09ujC9aPmEKW711Agv17k7IG1uiA2M,A3,,2,0.34,0.17 | 0.17,ДА
1aFbjwz-shMbqwDFndZeXz6Ol5Te2fCFDNMbsGcIg1MA,A12,,2,0.34,0.17 | 0.17,ДА
1Wc605dAdWdf6XmOm2a5FeL5fxrRrgBfamLAl6778TFA,M6,2,2,0.34,0.17 | 0.17,ДА
1UVUPhSpiteOndsy5e8NS_MFIeBAOYgxAhAqgm2nnoAM,J8,,2,0.34,0.17 | 0.17,ДА
13NEe5foNEWPtTf7tdb5hxN38BSziSDrpy7eykugyuac,J4,3,2,0.34,0.17 | 0.17,ДА
1bTcdy9oqhjy2chZDtCNJsh7thYkuyJ4Q6dCeupc2nj0,N13,,2,0.32,0.17 | 0.15,НЕТ
1cmmh6ZZekj066WBv6jVeGINH7ZCFpJVcbRtQkIJrsVE,A61,,2,0.34,0.17 | 0.17,ДА
1a4GS4vv28-91EFFYMMwtfS7jHIlZBw9-lxEWvkhWzJk,Q24,3,2,0.34,0.17 | 0.17,ДА
1Kao5at5eKkDe4JVtrzmhhS81I3kXSAeNN_1rzm5jIZE,N3,,2,0.34,0.17 | 0.17,ДА
1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,O12,,2,0.26,0.17 | 0.09,НЕТ
1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,O8,,2,0.26,0.17 | 0.09,НЕТ
18GqxmvgKAgU-7gtHYABu45D_idlPON4bRGho09wAP_E,A5,,2,0.34,0.17 | 0.17,ДА
1JpdYrSDIC18O3KYd_dfyI3KdrDc3LXJwrAA1kYcF3ss,O7,,2,0.31,0.17 | 0.14,НЕТ
1PsG_HaV9TJuqg-goUulLMK5fWgHhoS-I5Zgvk19r290,A16,,2,0.34,0.17 | 0.17,ДА
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,R103,,2,0.34,0.17 | 0.17,ДА
1B6DjZqzX6H3ZYnqcNC41AYOCUTG0tU190rqeSk1yK24,P10,3,2,0.34,0.17 | 0.17,ДА
1elATRAConpB07nvEqDshdRlXciMDoCtpa0vuuwGYRzs,A7,,2,0.26,0.17 | 0.09,НЕТ
1hfGW58mtKKTXS-jwupDwU_u2bQVecK0MMvU7dFdvG0Q,N10,4,2,0.34,0.17 | 0.17,ДА
14IfZ5b9_Anh8ZD08UXbHfzGLorjpz_xqix-3WJo-jnE,J3,,2,0.34,0.17 | 0.17,ДА
1DywzIxz3ZkY2avkiZe2feTNYW7zlgDvviseVD_kcRPE,J3,3,2,0.34,0.17 | 0.17,ДА
15AeU69lolRpmPVuaC78uJW208zis7TgOEkW48fUOmeU,A4,,2,0.30,0.17 | 0.13,НЕТ
1bz_GGIKfP81m3GF8mWajQQqmj_j-NLC6APtI0i7ml2E,P3,2,2,0.34,0.17 | 0.17,ДА
1htVMXR59R1yPSgo2EGbd_pKjCOq0u7ZhxToYy9uHMcg,M4,2,2,0.34,0.17 | 0.17,ДА
1uZlIM2GRGTyZuo_nwhvBUcb-2FbgZIdfzi_ACsDnyjA,L7,,2,0.34,0.17 | 0.17,ДА
1nHXck4IWpPuXjjIjZmrUtL0al9QAxGwgQYXOdjrdvnI,H5,2,2,0.34,0.17 | 0.17,ДА
1UPc8lxrxKVEhcYxBNGNVLPHCeCwsv1cQLawjuUSRBEE,O28,,2,0.31,0.17 | 0.14,НЕТ
14WfuccGzqD9rYNDMv3RJ1R86ZFnESbc1SSLtRXCjUNQ,J6,2,2,0.34,0.17 | 0.17,ДА
1768n5s6X1-YYhkTuEgKrgrDwJqYleXeCpomECivzdq4,A5,,2,0.34,0.17 | 0.17,ДА
16GM6cnl2ODYvjUGPrhuOa77,T7,,2,0.34,0.17 | 0.17,ДА
1w3PjlcjBjMJlWzgJaZkRX7iiCXqCut7texnY9vJEOIk,I10,2,2,0.34,0.17 | 0.17,ДА
1AU4HOWCDMyVmiwWqL0F0B8QL3hcLEvbSOgvmCqCt4Yc,A3,,2,0.34,0.17 | 0.17,ДА
1rMQhfqUXg4CUxmDMCwLuoHJncVLdtJvSaWKJrWU9d3U,P16,2,2,0.34,0.17 | 0.17,ДА
1G81eX5qMozl7gZ6loUYqtUYJjFSwLKEWs1fPJB2aq50,M6,2,2,0.34,0.17 | 0.17,ДА
1fgWVp6XOOYmc-VuSdMTrGZzF0S8vloAE-yHjxVHOlCE,A68,,2,0.34,0.17 | 0.17,ДА
1o-pd9SKFuEUx2s_lCckvFP0yMH2u8ph5jztltysFiFk,N103,,2,0.25,0.17 | 0.08,НЕТ
1CwYFC13SFFcwu_kMM5W4KnHlpIIccnUZp7ZpP2Izico,J3,5,2,0.34,0.17 | 0.17,ДА
1_bukj2NbYZ1qZ15sClDpuC0VhnnNhdil-WdUYMNsuYE,O4,,2,0.33,0.17 | 0.16,НЕТ
1XAZGf0M9rM_q9wuvhN3-QVnG_UiUwv-5vt2OAUmyEiw,A3,,2,0.34,0.17 | 0.17,ДА
1g3OqMatuW0eGP_sOr202l29yBGX36Vp9DukcJpbexcs,O24,,2,0.32,0.17 | 0.15,НЕТ
1aFbjwz-shMbqwDFndZeXz6Ol5Te2fCFDNMbsGcIg1MA,A7,,2,0.34,0.17 | 0.17,ДА
1aFbjwz-shMbqwDFndZeXz6Ol5Te2fCFDNMbsGcIg1MA,A8,,2,0.34,0.17 | 0.17,ДА
18x39lbdjpnWAdx6B3mptdSsjg7HMcmOtfm2SJM-Ympw,B8,,2,0.34,0.17 | 0.17,ДА
1nLi7bJdFBzRC2g-PaKOaemnRo_dZtuhI9B1EaVRRB1s,A18,,2,0.34,0.17 | 0.17,ДА
1B6DjZqzX6H3ZYnqcNC41AYOCUTG0tU190rqeSk1yK24,P6,,2,0.34,0.17 | 0.17,ДА
1LoicI-3bchfHcJ79ed-LktIrwgE_44AnyhX4N1V8Bgk,K47,,2,0.34,0.17 | 0.17,ДА
1_2urHwE8i106t1lDqk6NKX8E88T64rtlBK5VLk7nALs,A6,,2,0.34,0.17 | 0.17,ДА
1n8KSjNK0rLZcfEt7mhZasR0u5FMFj_V9gI6POVGq7I4,M56,,2,0.34,0.17 | 0.17,ДА
1Jo-hBQ1tcYPtg5J3wukJD0NHHMDsaLVDvzqtgXHSbrA,J5,2,2,0.34,0.17 | 0.17,ДА
1MN9EMHR3FM8MwRo89jENYnp-EATLiVrLy7otz5S0Nrw,Q22,5,2,0.34,0.17 | 0.17,ДА
1VDBtR4eXQw_l5ALHYE0WaHwEKx3p4EO8tuK1vEgcIvE,A6,,2,0.24,0.17 | 0.07,НЕТ
1o3PcfsTWcHAxS9K9U7js4L4bdTZwYKLiqnqYQ4wuVwA,K34,2,2,0.34,0.17 | 0.17,ДА
1rMQhfqUXg4CUxmDMCwLuoHJncVLdtJvSaWKJrWU9d3U,P14,,2,0.34,0.17 | 0.17,ДА
1NzGMZ_Wq-KJqsWKZwum4cfOirf6HCp8hqH53FXACKkA,A14,,2,0.25,0.17 | 0.08,НЕТ
1B6DjZqzX6H3ZYnqcNC41AYOCUTG0tU190rqeSk1yK24,P6,2,2,0.34,0.17 | 0.17,ДА
1nLi7bJdFBzRC2g-PaKOaemnRo_dZtuhI9B1EaVRRB1s,A27,,2,0.34,0.17 | 0.17,ДА
1QQOIHypzZLnEeXaKFuwq1UfngMYits8sL10-EehhIDY,O5,,2,0.31,0.17 | 0.14,НЕТ
1-UG3b5N6-XS8tL3HVtOmQjAuiT_BHHqXQ4ElIlGPh9A,M5,,2,0.34,0.17 | 0.17,ДА
1U_wPmeEjHmEi93CFRQhQWvjNxFfoY0bCmNIT-DURZUE,M3,,2,0.34,0.17 | 0.17,ДА
1nLi7bJdFBzRC2g-PaKOaemnRo_dZtuhI9B1EaVRRB1s,A12,,2,0.34,0.17 | 0.17,ДА
1UPc8lxrxKVEhcYxBNGNVLPHCeCwsv1cQLawjuUSRBEE,O10,,2,0.23,0.17 | 0.06,НЕТ
1Gj0cI4fnKPGgVG8vusqzMcCqsXzREEX96daDVLQZ8S0,O9,,2,0.33,0.17 | 0.16,НЕТ
1LoicI-3bchfHcJ79ed-LktIrwgE_44AnyhX4N1V8Bgk,K26,2,2,0.34,0.17 | 0.17,ДА
1n8KSjNK0rLZcfEt7mhZasR0u5FMFj_V9gI6POVGq7I4,M43,3,2,0.33,0.17 | 0.17,ДА
1YwTJGW3PTUNsZghtx5D0x11_YAYWvt1pMEGb3Tvf1qY,A3,,2,0.33,0.17 | 0.17,ДА
1y0QadzjmS5QSgy6yn1_devQxfGJXTc8mPMNS1qAt6t0,J26,,2,0.33,0.17 | 0.17,ДА
1PDgB4MnTEEMOohbmjAKDasph6akTpXUfqqahtiC9bXk,J33,,2,0.33,0.17 | 0.17,ДА
13NEe5foNEWPtTf7tdb5hxN38BSziSDrpy7eykugyuac,J5,5,2,0.33,0.17 | 0.17,ДА
12bHxc1GxU0RAYFEdW9nTf8srgG7FYfEtKp1zYmu_-9U,A3,,2,0.33,0.17 | 0.17,ДА
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,R49,3,2,0.33,0.17 | 0.17,ДА
1XS149VTswDCqTI-wMa141LZqyBwR3h1NdF9g5IfSK4Q,O10,,2,0.32,0.17 | 0.15,НЕТ
1Oi0HYhdQHN7tBROz4g3F085ZvNvcKzLHDCkfcs6On6s,N6,,2,0.24,0.17 | 0.08,НЕТ
1U_wPmeEjHmEi93CFRQhQWvjNxFfoY0bCmNIT-DURZUE,M3,2,2,0.33,0.17 | 0.17,ДА
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,R103,2,2,0.33,0.17 | 0.17,ДА
1daBmg6LopNg2q2y24SdqEyDiUhi6LQYU9ebBs_NuE6w,J23,,2,0.33,0.17 | 0.17,ДА
1UFXw178xDd9nb7TOKt905aOEMKh6yPj7FFUh69ujWuc,J60,,2,0.33,0.17 | 0.17,ДА
1kaY-RSGxAgdY0iQjSDqyv6BiPwQRtlMVXgxu0ODrtFM,M6,,2,0.33,0.17 | 0.17,ДА
18-vrJ-Dtf-rBAYBEpjPCqfDu0GbkAp94AqcqKqJBwa0,J7,2,2,0.33,0.17 | 0.17,ДА
1hfGW58mtKKTXS-jwupDwU_u2bQVecK0MMvU7dFdvG0Q,N7,2,2,0.33,0.17 | 0.17,ДА
1RdWIV18-UERfR5aMKMzM4kB__zc5w4dyc4xgWolRnFw,O8,,2,0.26,0.17 | 0.10,НЕТ
1nLi7bJdFBzRC2g-PaKOaemnRo_dZtuhI9B1EaVRRB1s,M20,,2,0.33,0.17 | 0.17,ДА
1HZAKIVEj679eZTatqssPyMTBJi243qog4XWbV9BfUw4,M17,,2,0.33,0.17 | 0.17,ДА
13NEe5foNEWPtTf7tdb5hxN38BSziSDrpy7eykugyuac,J3,2,2,0.33,0.17 | 0.17,ДА
1M6Ulyk7MqfAyjFGiTe8yTYnogX7-Kt5sbuWvYzzy2f0,O5,,2,0.24,0.17 | 0.07,НЕТ
1T58QS0dtMdquZKw8sbBLxi4vPgFvYspXhFrg8Vzd1lg,A3,,2,0.33,0.17 | 0.17,ДА
1mz-Mf903ScyzK73kovNQRl23uJnH5mDFuatW5NYTytk,G8,,2,0.33,0.17 | 0.17,ДА
1UFXw178xDd9nb7TOKt905aOEMKh6yPj7FFUh69ujWuc,A59,,2,0.33,0.17 | 0.17,ДА
1U8w5aQ9GE66MI7S9y1MyLSMtsFRzwKNmrl0PUOyZHds,P9,2,2,0.33,0.17 | 0.17,ДА
1g8GzWqUhAlD_DN8q9XHQ-JZnV6GmI7zlZDteW0bQK-Y,A5,2,2,0.33,0.17 | 0.17,ДА
1NEATltIdODdJYjTswJG7X5g-a1-W89zUa7M-rnqnETQ,O26,,2,0.24,0.16 | 0.08,НЕТ
1JBthXoQBV68XiGd7El0TvKJsN0HBIf5b4HkMxWCUYcc,J3,4,2,0.33,0.16 | 0.16,ДА
1yRfuM0WbVpki5jP5xCkCdYzkbQgMsKVA_kECxGSz1cc,Y4,8,2,0.33,0.16 | 0.16,ДА
18-vrJ-Dtf-rBAYBEpjPCqfDu0GbkAp94AqcqKqJBwa0,J4,,2,0.33,0.16 | 0.16,ДА
1GSRnR2CUwcE2v7dGHI3R7M5gYgWAb-wDYMXWnlgn3fk,Q4,,2,0.33,0.16 | 0.16,ДА
1Q8TDrSB_BLD6ajh1kl_zx0zSP8HUBqFb_5j3ot7vYYU,S8,,2,0.33,0.16 | 0.16,ДА
1DHfOmphmMtfZQH7r6436wZEXJuUfoPCwHpAczPid5gY,J3,,2,0.33,0.16 | 0.16,ДА
1kaY-RSGxAgdY0iQjSDqyv6BiPwQRtlMVXgxu0ODrtFM,M8,,2,0.33,0.16 | 0.16,ДА
1nLi7bJdFBzRC2g-PaKOaemnRo_dZtuhI9B1EaVRRB1s,M26,3,2,0.33,0.16 | 0.16,ДА
1YeGQXCV2fmGt9lcYuBzVF-n_k33nbPhRKYAW6p1iTU4,A3,,2,0.33,0.16 | 0.16,ДА
1vIofUZn8zLAdPSUeg8o8eOezrRDFuEmIVEUc3cl0GwU,B8,,2,0.33,0.16 | 0.16,ДА
1F_mAZfQ-B953a_XZDWmpTL4ZRxQYrE8kOQN1poheG-w,T54,4,2,0.33,0.16 | 0.16,ДА
18cySstGyzUidUc8zu284rllk9gdXeNW1jLqFtGKbXT4,A8,,2,0.33,0.16 | 0.16,ДА
1XC5r38PTMpSVcUXfcjQhmHLiI9VZCPHG7QengvYXb0k,O8,,2,0.29,0.16 | 0.12,НЕТ
1dL3ME9s0BLCay-w5F_hPfwpqbtexnA9UP7kj_mr60rA,J15,2,2,0.33,0.16 | 0.16,ДА
1DQjlv1O8Hs3SXnBEmclLvC9zDF6LK5619IBQMpDYlFM,Q19,2,2,0.33,0.16 | 0.16,ДА
1y0QadzjmS5QSgy6yn1_devQxfGJXTc8mPMNS1qAt6t0,A12,,2,0.33,0.16 | 0.16,ДА
13NEe5foNEWPtTf7tdb5hxN38BSziSDrpy7eykugyuac,J11,2,2,0.33,0.16 | 0.16,ДА
1NWxa4T7StiIzi0mI61zVuhSv7BuSnZOOEjLfHrRofwg,B4,,2,0.33,0.16 | 0.16,ДА
11NF3f0T7TcNKRiPwRvpu_Fc2xDCzscBaAZGtMsD2oSw,M11,3,2,0.33,0.16 | 0.16,ДА
1GOmxQW3PKUcvx3M5Heclh9JKHcQ1i3ddEdMuVgwIdck,K10,3,2,0.33,0.16 | 0.16,ДА
1clM9M6xGcihe_RviEOoMPf0unPO7GQGgxc_l132EosE,A6,,2,0.33,0.16 | 0.16,ДА
1jGrDuNhqr896wK8_3T70gLbmN0G32XlmW76d3yQaSyQ,A5,,2,0.33,0.16 | 0.16,ДА
1nLi7bJdFBzRC2g-PaKOaemnRo_dZtuhI9B1EaVRRB1s,A17,,2,0.33,0.16 | 0.16,ДА
1AXp4SrP848a0Tbx6308PxXjunBBdrH6egTiU8HEgb_o,A3,,2,0.33,0.16 | 0.16,ДА
1AXp4SrP848a0Tbx6308PxXjunBBdrH6egTiU8HEgb_o,A5,,2,0.33,0.16 | 0.16,ДА
1cZj2reaukt6BxwZ99Q-mA7Bwxj_KR3Dmh2Y3Q4g5vng,A6,,2,0.33,0.16 | 0.16,ДА
1vr84ZWCYkGLjMvrgoMlxY-IQDakYDtaReFi6UqgHK-s,A12,,2,0.33,0.16 | 0.16,ДА
1igQA1aZxkkQ_myMRQQSHJakNNmEHMXy0wfygDDhz_hg,O16,,2,0.30,0.16 | 0.14,НЕТ
1_NcsSKbStq-42tpNBrD7AYR0fipSz2Ex58_kiQWaA24,O49,,2,0.31,0.16 | 0.15,НЕТ
1GdyXPviQoSotWV7kqbfqn0TmrLqS0WxiJZU5J1QfjWo,A19,,2,0.32,0.16 | 0.16,ДА
1JwWYX4WeFzOTsfxT96j3j6ckXhZrNY8e8esX7RkSAVg,J6,,2,0.32,0.16 | 0.16,ДА
1fxBB-P6o2wzTbNucNNaH3Hh5yvrmdIn-oWGUKYZzmMM,M4,,2,0.32,0.16 | 0.16,ДА
1xxX9RLhfUmkS_ktbjLwHvmCYW2Z34fM_dj-gyttx0V4,A4,,2,0.25,0.16 | 0.09,НЕТ
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,R103,3,2,0.32,0.16 | 0.16,ДА
