sheet_id,position,suffix,duplicate_count,total_size_mb,sizes_mb,same_size
1VDBtR4eXQw_l5ALHYE0WaHwEKx3p4EO8tuK1vEgcIvE,O4,,7,1.24,0.57 | 0.48 | 0.04 | 0.04 | 0.04 | 0.04 | 0.04,НЕТ
1eYVO8Ik-GEwFH0qVpENgYqohzOG87scEP4Xe-U1qhZU,M43,,7,3.62,0.52 | 0.52 | 0.52 | 0.52 | 0.52 | 0.52 | 0.52,ДА
1tOjQ1vH6lTcD5FD0F8Ert7dBgWEXZ462mTcw3aBvEYM,O12,,7,1.83,0.48 | 0.44 | 0.37 | 0.21 | 0.13 | 0.11 | 0.10,НЕТ
1S-kVxser_AbC3mXsYL1kYr07ESC_Uucf8S2JOc9brjQ,O4,,7,2.30,0.43 | 0.42 | 0.38 | 0.32 | 0.28 | 0.26 | 0.21,НЕТ
1kPaoRzVkOMfF_paLbKu4HkWcAA2MBtfzWq_6jJU8v7k,R6,,7,1.53,0.41 | 0.29 | 0.26 | 0.21 | 0.17 | 0.14 | 0.05,НЕТ
14fz5Yuq7Z244q,L6,,7,2.01,0.40 | 0.40 | 0.37 | 0.34 | 0.31 | 0.11 | 0.08,НЕТ
19XZBlkK6xbvrY52_HhIJSrZg9AetiJtoDuc_3LybXIY,N4,,7,1.49,0.38 | 0.28 | 0.20 | 0.18 | 0.18 | 0.14 | 0.13,НЕТ
1PkmeimLWc1QAItsYUqixYYp5usrETBjin0Le-0z8rrg,O4,,7,1.41,0.37 | 0.33 | 0.23 | 0.12 | 0.12 | 0.12 | 0.11,НЕТ
1JzTuZxTrht9WFlRDU4nIz09hSYOxv2yQjnbQnl6Em9s,T7,,7,1.46,0.37 | 0.25 | 0.21 | 0.19 | 0.18 | 0.18 | 0.08,НЕТ
1rmMpWT9vN,K7,,7,1.87,0.35 | 0.32 | 0.31 | 0.27 | 0.25 | 0.20 | 0.17,НЕТ
1qS7lUBaR-FfiBQ_-OGddNscvYX5onxkGA5mlfdKnndQ,O6,,7,1.69,0.30 | 0.29 | 0.29 | 0.27 | 0.27 | 0.17 | 0.10,НЕТ
1yV00Mv92JIBwfKLEL-CeinWmrh-E3-VL5ImwlGA6P18,N8,,7,1.23,0.28 | 0.23 | 0.21 | 0.15 | 0.14 | 0.12 | 0.10,НЕТ
1lcRg9sRMmpxIMU0VCzLDgRvuFYyZ4dWfHSpo52_emyQ,O4,,7,1.51,0.27 | 0.24 | 0.24 | 0.21 | 0.21 | 0.18 | 0.15,НЕТ
1giPcluyYp2lgx1OJqADprrWIxNr0HESHFbC7UQducsk,K4,,7,0.96,0.27 | 0.26 | 0.15 | 0.08 | 0.07 | 0.07 | 0.05,НЕТ
1MKkfkGgocc22JiLn9STwLIxbLPqSLqkJZoiO72UwfEI,O7,,7,0.99,0.26 | 0.26 | 0.21 | 0.15 | 0.07 | 0.04 | 0.02,НЕТ
1eYVO8Ik-GEwFH0qVpENgYqohzOG87scEP4Xe-U1qhZU,M13,2,7,1.77,0.25 | 0.25 | 0.25 | 0.25 | 0.25 | 0.25 | 0.25,ДА
1eYVO8Ik-GEwFH0qVpENgYqohzOG87scEP4Xe-U1qhZU,M13,,7,1.28,0.18 | 0.18 | 0.18 | 0.18 | 0.18 | 0.18 | 0.18,ДА
1eYVO8Ik-GEwFH0qVpENgYqohzOG87scEP4Xe-U1qhZU,M43,8,7,0.86,0.12 | 0.12 | 0.12 | 0.12 | 0.12 | 0.12 | 0.12,ДА
1OBaYpDSZDIMPuZODDslqj4BHajMiDv3P6c6nZkmtWdc,O28,,6,21.67,5.16 | 3.42 | 3.42 | 3.42 | 3.42 | 2.83,НЕТ
1Zz99IrAsXVV_YkeqEnfsuRyAlGep4JvYv1UT50WWKDQ,N4,,6,12.95,4.76 | 4.27 | 2.74 | 0.81 | 0.23 | 0.13,НЕТ
1WsgCGhGaAU53mN_rbKAu0w-dVRWNfvIOkS80FB65Pfg,O4,,6,11.55,4.47 | 4.30 | 1.34 | 1.25 | 0.11 | 0.08,НЕТ
1bTcdy9oqhjy2chZDtCNJsh7thYkuyJ4Q6dCeupc2nj0,N151,,6,12.72,4.44 | 4.03 | 3.76 | 0.24 | 0.13 | 0.12,НЕТ
1tgqM0vDtuOObYx6AtJYZ17SmsFJY-p8DZ_6f5tK2rys,O4,,6,17.00,4.12 | 4.10 | 4.07 | 4.05 | 0.40 | 0.26,НЕТ
1XnlBA4LBSHmyCSXJXVVfTGRjSXV0j1riqj-K7jnRyGQ,O4,,6,5.45,3.72 | 0.61 | 0.32 | 0.28 | 0.27 | 0.26,НЕТ
12tu-z8_6nCnSZevcDdsxJLLZpRg6-TkrPAKzuTaYwAk,N7,,6,5.06,3.41 | 0.45 | 0.36 | 0.36 | 0.24 | 0.24,НЕТ
1-YIncn,R24,,6,14.77,3.00 | 2.93 | 2.89 | 2.80 | 2.79 | 0.36,НЕТ
1TeCxyYHcUiS5nuaCeDc--OWmeRbcVC37hj_wHcFnuOI,O4,,6,6.75,2.91 | 2.32 | 0.50 | 0.47 | 0.31 | 0.24,НЕТ
1O6Tw5GlkAkCUzsazuegOOuTYMcGzBajXaEVklZwPVOk,O4,,6,8.26,2.52 | 1.91 | 1.91 | 1.33 | 0.45 | 0.14,НЕТ
1FA0RW8aYX3ZWOpH41gy4jW7bUiJqcqaioln1NY8KGXU,N12,,6,6.20,2.39 | 1.61 | 0.83 | 0.58 | 0.41 | 0.38,НЕТ
1q-MWyJxgmkM9ZLpZHmX4ZdyURLXffatQcGbCIaL06ak,R4,,6,4.74,2.39 | 0.56 | 0.53 | 0.51 | 0.49 | 0.28,НЕТ
1QQjjqmdzdcrwE4UYcT2OnJjGcPSxcfbsco688nKJHq0,O4,,6,5.78,2.17 | 1.10 | 1.02 | 0.77 | 0.64 | 0.08,НЕТ
1MKkfkGgocc22JiLn9STwLIxbLPqSLqkJZoiO72UwfEI,O8,,6,4.55,2.13 | 1.49 | 0.34 | 0.29 | 0.18 | 0.13,НЕТ
1ZIx8MZMG362IYJentVUeu5PllZLqyF6v_mnJ0U55MWU,O19,,6,4.34,2.08 | 1.02 | 0.40 | 0.33 | 0.30 | 0.21,НЕТ
1jo8Jw-2KjxJ2VadiICnE0XIRLC8Ch_mm7je3nDQj3qE,N5,,6,6.08,1.93 | 1.79 | 1.66 | 0.53 | 0.10 | 0.06,НЕТ
1FA0RW8aYX3ZWOpH41gy4jW7bUiJqcqaioln1NY8KGXU,N24,,6,5.24,1.91 | 1.53 | 0.87 | 0.34 | 0.34 | 0.25,НЕТ
1_xjy6dmkFSVRaVK7-qen26zjDZxNwzYncBbz2ZdDTSo,O4,,6,9.50,1.82 | 1.75 | 1.70 | 1.62 | 1.42 | 1.19,НЕТ
1XnlBA4LBSHmyCSXJXVVfTGRjSXV0j1riqj-K7jnRyGQ,O5,,6,8.09,1.78 | 1.60 | 1.45 | 1.39 | 1.17 | 0.70,НЕТ
1tOjQ1vH6lTcD5FD0F8Ert7dBgWEXZ462mTcw3aBvEYM,O10,,6,6.28,1.75 | 1.75 | 0.99 | 0.99 | 0.47 | 0.32,НЕТ
1DUbmC9tKglhev6YvREJN8EmXxrZn8tVsAC7YEY03z3A,N20,,6,2.98,1.74 | 0.51 | 0.32 | 0.15 | 0.14 | 0.13,НЕТ
1s6SH8UKVJb2q1hfAoH9Uezro0dyVj4eTmX99-cXrJH8,O22,,6,4.63,1.69 | 1.48 | 0.71 | 0.64 | 0.07 | 0.04,НЕТ
1vAtD9z2rjxrD1U2ma3gQs_tGXEux8KFk1efNEpv0_-E,O4,,6,2.85,1.57 | 0.49 | 0.37 | 0.17 | 0.15 | 0.09,НЕТ
12tu-z8_6nCnSZevcDdsxJLLZpRg6-TkrPAKzuTaYwAk,N13,,6,5.87,1.54 | 1.10 | 1.00 | 0.97 | 0.66 | 0.59,НЕТ
1pXLgshrdW-eOxU8rkwJ1wxvasxWdQVONzu1Lbk3CCpA,O6,,6,2.09,1.51 | 0.15 | 0.15 | 0.11 | 0.09 | 0.09,НЕТ
1fid4xNvhbVLLQneQPDEuZskKBS_0llIFQTlC33EOp_4,O17,,6,7.69,1.49 | 1.43 | 1.42 | 1.37 | 1.21 | 0.77,НЕТ
1K7q-mtpNCuaQltzGgFgPQtVrlElxYLMfIjQA2mF4fmg,O4,,6,6.13,1.48 | 1.06 | 1.04 | 0.97 | 0.82 | 0.76,НЕТ
1iSJyXz_X4mVjwTRz2mvq_OW8DV1t3XcGyCUTbp0WpXo,O23,,6,7.57,1.48 | 1.48 | 1.43 | 1.40 | 1.38 | 0.40,НЕТ
1etoBbPfkR5ehrcayEe82SJUaMw8zp5R1KAL3zKQexOg,N6,,6,4.17,1.46 | 0.67 | 0.65 | 0.51 | 0.45 | 0.42,НЕТ
1b28C,R12,,6,5.44,1.43 | 0.97 | 0.94 | 0.81 | 0.69 | 0.60,НЕТ
1gqPYfzfuJe1Zsb6DfKUciJOqf2ef4ER5AWlyjbBVsKU,O5,,6,8.00,1.39 | 1.36 | 1.36 | 1.34 | 1.28 | 1.27,НЕТ
1OaGkr4Bej9rMguBzA72R1Kk0mGzQOyWTcXWZXGOYcWU,O81,,6,3.46,1.37 | 1.30 | 0.53 | 0.15 | 0.10 | 0.02,НЕТ
10fmNmyId1-XtmxHKSi6q07QbKGSe_gcrdmYH5HAgKVc,O10,,6,2.97,1.37 | 0.47 | 0.39 | 0.38 | 0.22 | 0.14,НЕТ
1DUbmC9tKglhev6YvREJN8EmXxrZn8tVsAC7YEY03z3A,N17,,6,5.39,1.34 | 0.98 | 0.95 | 0.83 | 0.65 | 0.64,НЕТ
1K4IY_rveRfcrTO8DNAekyaDL1kwcdSvAjyl35oMSUlU,O6,,6,4.83,1.33 | 0.99 | 0.78 | 0.62 | 0.60 | 0.52,НЕТ
1qmK1w9Y7sfU_1NE8sg1ERebv2O-KkcWZBeCfacSVr-o,O27,,6,2.68,1.32 | 0.57 | 0.22 | 0.21 | 0.21 | 0.16,НЕТ
1v36tSJmJ1U7--miH7xmLFFWzcdBh5sICMochi_8fVnk,O4,,6,3.81,1.29 | 1.00 | 0.86 | 0.28 | 0.21 | 0.17,НЕТ
10ldVut6r_braEbFOHA0mUl0EA6Oijq1_smIYyEqxgkA,O24,,6,3.07,1.28 | 0.45 | 0.45 | 0.41 | 0.29 | 0.19,НЕТ
1Cmr8N-bNGaGHYkhqHCW-XT5S1uoEaqjSuRcu68WSCBo,O4,,6,2.91,1.24 | 0.51 | 0.48 | 0.25 | 0.22 | 0.20,НЕТ
1b3JukePZbqSfe91L-5II9SIFdwvpcJWhXaCwDq3oe38,O4,,6,3.48,1.22 | 1.04 | 0.68 | 0.19 | 0.19 | 0.15,НЕТ
1U3grD1op0P0AJRWRrla3A_sikKYhyaWHVxxv7PE6UYg,N12,,6,5.60,1.22 | 1.03 | 1.02 | 0.96 | 0.87 | 0.50,НЕТ
1SXHGM_oPdVYQbmvptsStfQH0xUG-3Opn84qHB3QQL_w,O4,,6,4.00,1.20 | 0.73 | 0.68 | 0.65 | 0.65 | 0.09,НЕТ
1ID2UZDoqbNEKjngyjHpnoEPUZClOmNlgVGas6OgK3mI,L5,,6,2.51,1.14 | 0.52 | 0.26 | 0.23 | 0.19 | 0.17,НЕТ
1jB3JvvXR5IXU66TIrEHJ60hyESDhNvIgHc6Yqczl-q4,O8,,6,2.80,1.14 | 0.86 | 0.40 | 0.17 | 0.12 | 0.11,НЕТ
1mNXo_g356piCuk5ZgtH0-_7RS5q11okGkFKFeQrSni4,O6,,6,3.30,1.14 | 0.80 | 0.55 | 0.31 | 0.30 | 0.20,НЕТ
1a48ZbN7ZjPe6yTitK2VerUHARiaLkQMGHDRAsFiESP4,O7,,6,4.83,1.13 | 1.12 | 0.98 | 0.80 | 0.44 | 0.35,НЕТ
1CZAC0TACrXr-5VS1CFs8I3MzQNe3lsn8frsHJjGTZ5c,Q4,2,6,6.72,1.12 | 1.12 | 1.12 | 1.12 | 1.12 | 1.12,ДА
1W477BC1KI6D76m9sAY3GBibLyRWsut27Uxul-ZnAi8E,O6,,6,2.31,1.10 | 0.59 | 0.20 | 0.16 | 0.13 | 0.13,НЕТ
1BqMa70TxvWezJ4WwjhvgAKj39TTEdlmcENo0u7RI0Og,O4,,6,3.72,1.10 | 0.74 | 0.49 | 0.49 | 0.48 | 0.42,НЕТ
1BqMa70TxvWezJ4WwjhvgAKj39TTEdlmcENo0u7RI0Og,O14,,6,4.70,1.07 | 1.04 | 1.04 | 1.01 | 0.43 | 0.11,НЕТ
16pokhmcvDBUwCHMRJouT7afNNoJ5RR7SZRqoJf_z5OY,O6,,6,3.48,1.07 | 0.62 | 0.59 | 0.53 | 0.35 | 0.32,НЕТ
19869LHpPlB5ZtCdnRZoCOSoN03ZZwVkg4eIh4ZDdkGE,N61,,6,4.76,1.07 | 1.06 | 0.92 | 0.85 | 0.65 | 0.21,НЕТ
1AxqhZSp2p0LO8,T15,,6,2.06,1.06 | 0.57 | 0.13 | 0.12 | 0.11 | 0.07,НЕТ
1_U4YiTxsOum7Ld6dzUQIH7tq1I4Pf1fVnN3ARecU9gs,O4,,6,4.88,1.05 | 0.89 | 0.83 | 0.79 | 0.77 | 0.56,НЕТ
1k7PezR5QghcvL_kcBcNdaaa0rFLbk5Jnwt6PUKfICa8,N15,,6,3.42,1.04 | 0.59 | 0.55 | 0.53 | 0.44 | 0.27,НЕТ
1DxQAP3EAUKL5gjITLWCECNI28orzj6n4tUT6p1eTL2k,O10,,6,3.94,0.96 | 0.91 | 0.86 | 0.72 | 0.28 | 0.19,НЕТ
1JzTuZxTrht9WFlRDU4nIz09hSYOxv2yQjnbQnl6Em9s,T9,,6,2.23,0.96 | 0.36 | 0.26 | 0.25 | 0.21 | 0.18,НЕТ
19869LHpPlB5ZtCdnRZoCOSoN03ZZwVkg4eIh4ZDdkGE,N55,,6,1.85,0.94 | 0.45 | 0.36 | 0.04 | 0.03 | 0.02,НЕТ
19ChZTrRm--EjpQlPu0CfPbJQn5_v3ljxRJvu6x5Uebs,O8,,6,3.06,0.93 | 0.80 | 0.76 | 0.38 | 0.10 | 0.08,НЕТ
1etoBbPfkR5ehrcayEe82SJUaMw8zp5R1KAL3zKQexOg,N4,,6,2.95,0.92 | 0.59 | 0.52 | 0.42 | 0.29 | 0.22,НЕТ
1IKHjqiUO9zMSaLezxbYSQNZu2ZVKx4TC3VZ3eYR2KfM,O6,,6,3.33,0.86 | 0.81 | 0.74 | 0.49 | 0.23 | 0.21,НЕТ
11q1cHZ-RbufJl1V9l79qAZxduLCwL0AVxRgzbZy8q5A,O10,,6,3.62,0.80 | 0.62 | 0.62 | 0.56 | 0.54 | 0.49,НЕТ
1nct32OHRRMgvCdecuyAH-nr,N4,,6,2.57,0.78 | 0.58 | 0.54 | 0.25 | 0.24 | 0.18,НЕТ
1iagU63Q4DTlA2mMooWWEMYl9wY8RxD79sQi8edzMhYo,O20,,6,2.77,0.75 | 0.73 | 0.53 | 0.53 | 0.13 | 0.10,НЕТ
1S_Z5iUuZqGQvzcqs6ZooEi7e0CDsM3og01kYsJhOfWg,O4,,6,3.31,0.75 | 0.72 | 0.68 | 0.61 | 0.40 | 0.14,НЕТ
1_NcsSKbStq-42tpNBrD7AYR0fipSz2Ex58_kiQWaA24,O69,,6,2.60,0.74 | 0.55 | 0.52 | 0.40 | 0.25 | 0.14,НЕТ
1JMWE3niYRl5T825c4jScyCS6zIcbUTa5PW3SUXD0sJk,N4,,6,3.10,0.74 | 0.73 | 0.71 | 0.34 | 0.33 | 0.24,НЕТ
1wCRjAO14htkbGoSodeKiSG9rV7fUJAPyOCTQww07VrU,O8,,6,2.64,0.74 | 0.66 | 0.40 | 0.37 | 0.28 | 0.18,НЕТ
16ggbSNND_PfItKomZVCrmVqttPsC76hPbyJSQX9FQlg,N11,,6,4.21,0.74 | 0.72 | 0.71 | 0.70 | 0.68 | 0.67,НЕТ
1uwCpc7FwEE11ndbKhMVJsrtPp1rRNtJ78KNf2F17NhM,R6,,6,1.84,0.73 | 0.34 | 0.32 | 0.15 | 0.15 | 0.15,НЕТ
1B28q8TwFLArt10IIDi1d9iT63235tKvQDugUWX0x_i0,O8,,6,2.36,0.70 | 0.65 | 0.48 | 0.33 | 0.10 | 0.10,НЕТ
1Vwc-QmA6O-mw4VNCqUDwz8NajWv2BkNrcYDcB2r4QSo,O4,,6,2.23,0.68 | 0.49 | 0.45 | 0.27 | 0.18 | 0.15,НЕТ
13saf7NGUBDduDeiE9ocRoam-vAni31q3wM4TY7Tck6U,N6,,6,2.49,0.67 | 0.62 | 0.37 | 0.32 | 0.27 | 0.24,НЕТ
1S_kfOTVgc43O0Cz-RaeBDHl1hNvZmE8DPxUXwzXdlfw,N46,,6,3.05,0.65 | 0.61 | 0.54 | 0.49 | 0.39 | 0.36,НЕТ
1aLs5pfZugvvu3W_fhPN5quJujYRS0LV0k2FtE5hcM14,O46,,6,1.75,0.63 | 0.52 | 0.23 | 0.17 | 0.12 | 0.08,НЕТ
19869LHpPlB5ZtCdnRZoCOSoN03ZZwVkg4eIh4ZDdkGE,N87,,6,1.43,0.63 | 0.38 | 0.17 | 0.13 | 0.07 | 0.06,НЕТ
11LrKU758cTMsuopOWb3QXNTQBZYg7q-fafxJ0pWIVuo,O4,,6,2.10,0.61 | 0.50 | 0.50 | 0.17 | 0.16 | 0.16,НЕТ
19869LHpPlB5ZtCdnRZoCOSoN03ZZwVkg4eIh4ZDdkGE,N75,,6,2.52,0.61 | 0.54 | 0.42 | 0.39 | 0.35 | 0.21,НЕТ
1tOjQ1vH6lTcD5FD0F8Ert7dBgWEXZ462mTcw3aBvEYM,O4,,6,2.08,0.61 | 0.60 | 0.46 | 0.31 | 0.06 | 0.04,НЕТ
1M6Ulyk7MqfAyjFGiTe8yTYnogX7-Kt5sbuWvYzzy2f0,O4,,6,1.03,0.59 | 0.14 | 0.11 | 0.08 | 0.08 | 0.04,НЕТ
1fid4xNvhbVLLQneQPDEuZskKBS_0llIFQTlC33EOp_4,O14,,6,2.63,0.58 | 0.54 | 0.52 | 0.49 | 0.30 | 0.20,НЕТ
1HYZcKLe6th5-FMDhXKGpYw45iLnNsV9hcL1Xce7-dms,O4,,6,1.43,0.58 | 0.36 | 0.16 | 0.11 | 0.11 | 0.10,НЕТ
1tOjQ1vH6lTcD5FD0F8Ert7dBgWEXZ462mTcw3aBvEYM,O8,,6,1.72,0.57 | 0.34 | 0.33 | 0.19 | 0.16 | 0.13,НЕТ
1v,J16,,6,2.43,0.54 | 0.49 | 0.44 | 0.35 | 0.34 | 0.27,НЕТ
19Ew0bDbIxnYViQbk09upErW9mlXuxHoViU2GGxyV1ek,N7,,6,1.95,0.53 | 0.42 | 0.30 | 0.25 | 0.24 | 0.22,НЕТ
1hFzn874gxKyeRbGiDW9uu6ZRGzdhHb873V-DdHZa4hg,O4,,6,2.20,0.51 | 0.47 | 0.40 | 0.28 | 0.27 | 0.26,НЕТ
1JzTuZxTrht9WFlRDU4nIz09hSYOxv2yQjnbQnl6Em9s,T4,,6,2.07,0.51 | 0.46 | 0.38 | 0.32 | 0.22 | 0.17,НЕТ
1K-z8ZXxvQmn1F4Yt4W5SPEio0rAnwcqba5gi953c7Qo,O5,,6,1.52,0.46 | 0.37 | 0.33 | 0.22 | 0.11 | 0.02,НЕТ
1o-pd9SKFuEUx2s_lCckvFP0yMH2u8ph5jztltysFiFk,N13,,6,2.05,0.45 | 0.45 | 0.35 | 0.28 | 0.26 | 0.25,НЕТ
1qNTsZX0pKymkn3An5Zbsd7bWjrSbBIHLJpSlbFgitbg,O6,,6,2.23,0.43 | 0.43 | 0.43 | 0.41 | 0.26 | 0.26,НЕТ
1NxlFPhkF5ydCEuTvokcM,L4,,6,1.09,0.41 | 0.21 | 0.14 | 0.13 | 0.12 | 0.09,НЕТ
1aWZL5Au4IyNnj1WgAMO1UpHhrPEjoOOsM3PxSsr5r-s,N6,,6,1.35,0.40 | 0.25 | 0.21 | 0.19 | 0.18 | 0.13,НЕТ
1U0mraNEVKs2JKjS1ZiOPgU7J_ibfoJVLxVYc_q2dkXA,O24,,6,1.27,0.40 | 0.32 | 0.20 | 0.16 | 0.13 | 0.08,НЕТ
1r9N9WKl3TlQdcn_QT9C2nIjkV23n2mnRnq0okMTLv3k,O26,,6,1.70,0.39 | 0.33 | 0.32 | 0.27 | 0.26 | 0.11,НЕТ
1ga-o-sjaIzeRjwGDoIXCGieANXdzXXtj5ByjoU-TDHc,O7,,6,1.66,0.35 | 0.35 | 0.35 | 0.23 | 0.19 | 0.18,НЕТ
11LrKU758cTMsuopOWb3QXNTQBZYg7q-fafxJ0pWIVuo,O11,,6,1.56,0.35 | 0.28 | 0.25 | 0.23 | 0.22 | 0.22,НЕТ
1OHywJBL2Q6D87Ka1EI43zZR2EfKEVuBHcasgsOVEX-8,I4,,6,1.70,0.35 | 0.34 | 0.32 | 0.30 | 0.21 | 0.18,НЕТ
13uCOx5LjoxHrRUjMpe3vppyZOm5Dy6V6wSC8XhJCg9E,O6,,6,1.02,0.34 | 0.18 | 0.17 | 0.13 | 0.10 | 0.09,НЕТ
1fHgvE6SRl5H77-Sy_3I7dnxidwMlcRwuGhdlFGH0C_M,O10,,6,0.72,0.34 | 0.10 | 0.09 | 0.08 | 0.06 | 0.04,НЕТ
1,Q15,,6,0.77,0.34 | 0.19 | 0.06 | 0.06 | 0.06 | 0.05,НЕТ
1t6ApkISxm-UIIS-3SEc5YU4YdpgGWP_h5ZEGH1PeZL4,O7,,6,1.32,0.34 | 0.24 | 0.24 | 0.22 | 0.15 | 0.15,НЕТ
1sF0lD8aO7XwcQ6VSzL5lhnduTe-P4i657Ea7kCSI5wo,N6,,6,1.49,0.33 | 0.30 | 0.28 | 0.25 | 0.19 | 0.14,НЕТ
1hchGBuhFkndo_3eoqD5lrMZwVroJchJVaMayNM0lauw,O9,,6,1.60,0.32 | 0.29 | 0.27 | 0.25 | 0.25 | 0.21,НЕТ
1d-g8XHjz74XAyDk8T0bIcHGQgr6K3tfcmm65kJwPzig,N4,,6,1.27,0.30 | 0.23 | 0.23 | 0.23 | 0.16 | 0.14,НЕТ
1S-kVxser_AbC3mXsYL1kYr07ESC_Uucf8S2JOc9brjQ,O7,,6,1.18,0.30 | 0.26 | 0.18 | 0.18 | 0.16 | 0.11,НЕТ
1giPcluyYp2lgx1OJqADprrWIxNr0HESHFbC7UQducsk,K8,,6,1.25,0.29 | 0.28 | 0.24 | 0.20 | 0.16 | 0.08,НЕТ
1d7nEnxSHNbFbUYzdNJ76QEgEpjPEHJ9Ai3Bk7TEFTXc,O19,,6,0.89,0.28 | 0.19 | 0.13 | 0.12 | 0.12 | 0.05,НЕТ
1giPcluyYp2lgx1OJqADprrWIxNr0HESHFbC7UQducsk,K6,,6,0.74,0.28 | 0.13 | 0.09 | 0.09 | 0.09 | 0.06,НЕТ
1CZAC0TACrXr-5VS1CFs8I3MzQNe3lsn8frsHJjGTZ5c,Q4,,6,1.60,0.27 | 0.27 | 0.27 | 0.27 | 0.27 | 0.27,ДА
1COgv-3jfCtdBCViSL-kBIXXo0tNJXGHW-ls7sI9kDQ4,N4,,6,0.77,0.23 | 0.19 | 0.11 | 0.09 | 0.09 | 0.05,НЕТ
1aQ9lguTnxxU-uSMmvfddwlO815ng2nWJHQ77vZu6TQE,O4,,6,0.69,0.20 | 0.14 | 0.10 | 0.10 | 0.08 | 0.08,НЕТ
1NuGGoAMub1GLzJRIvekIgKYHmHV0mm0Whr7Vd5FzQ3E,O4,,5,22.18,6.17 | 5.91 | 3.70 | 3.69 | 2.71,НЕТ
1PE3wVfniuqaKrW2JXHnUPay9ng0q3AvfD6hfk5GgQwQ,N13,,5,22.14,6.12 | 5.88 | 5.72 | 2.35 | 2.07,НЕТ
1azyV35-Hb6vjfD_AecL1bdO_F0MVAOPFog_O9pu9DMI,N4,,5,7.90,5.66 | 1.07 | 0.72 | 0.26 | 0.20,НЕТ
1qbdKJRUObJsk_f1LeYyN0uypmYJO3E7w6yGbkwiHaqA,O11,,5,20.80,5.17 | 4.96 | 4.94 | 4.90 | 0.83,НЕТ
1xFLAGDMsytAbc7jreMU09ydSfMwHi1r3Cyy9iOh5_A8,O4,,5,15.55,4.97 | 4.39 | 3.12 | 2.18 | 0.89,НЕТ
17PGGgh_Z7067yAV9Gcssd0b8NC-mUVH4pAFVtNy6e6I,O6,,5,7.03,4.57 | 0.79 | 0.77 | 0.52 | 0.38,НЕТ
1,U6,,5,15.07,4.47 | 3.52 | 3.16 | 2.38 | 1.54,НЕТ
1_gxRXBdbBXodRPeyg0TDURKW2ZibupO9Z1sUDK-JKq0,O7,,5,6.42,4.23 | 0.94 | 0.72 | 0.27 | 0.25,НЕТ
1n4K-m2V5ZLLrE6xDGOCNjLzTtBjnwrvnsTCHeTv8CoE,N8,,5,13.63,4.18 | 3.02 | 2.48 | 2.14 | 1.81,НЕТ
18W_U4wSYDzRNrT7bPEou2FlcIruVAE4soZ5-x1mUg7s,Q8,,5,20.25,4.05 | 4.05 | 4.05 | 4.05 | 4.05,ДА
1xY6kogTJS6PTHn33XWMtLx-BzP67BYnMzNOfAjBNJnk,N4,,5,5.86,3.95 | 0.76 | 0.62 | 0.44 | 0.09,НЕТ
1VjBBtTxdqP5WNixYOyikXqwPHxoPRyjKo9WMdaozvKU,O4,,5,9.54,3.65 | 2.02 | 1.62 | 1.35 | 0.90,НЕТ
1Stao2vvS4zt4yt1HexqvqA8VybatwiH33eDjHxGwQUM,N6,,5,5.13,3.51 | 0.82 | 0.48 | 0.19 | 0.13,НЕТ
1hchGBuhFkndo_3eoqD5lrMZwVroJchJVaMayNM0lauw,O11,,5,4.36,3.50 | 0.35 | 0.29 | 0.11 | 0.11,НЕТ
1VnZlwLAV2yQhqLr8NGiqkPWP9srgcSEp_nee86zvItg,O4,,5,8.45,3.42 | 3.14 | 1.34 | 0.34 | 0.21,НЕТ
13HA4sfjs5eEooYX4LCfYn0Tk8hd9rU8tYNn5Ia2I1Kc,N22,,5,7.44,3.19 | 1.18 | 1.14 | 1.05 | 0.88,НЕТ
148sjSgKgISUBFtTwROlpiQ117NDXXxI2DyzvCFMhYT0,O5,,5,4.84,3.14 | 0.86 | 0.49 | 0.28 | 0.07,НЕТ
1vgw2yhLVZzGUYobdxD2DKvKpg1v_QJ9y20WvB35IU6s,O6,,5,6.74,3.08 | 1.41 | 1.37 | 0.82 | 0.06,НЕТ
11YJZDaYHLi8JXoswrvFWN79bOp1K2cRVKxhEt0ZFFpI,O39,,5,4.31,2.99 | 0.60 | 0.36 | 0.29 | 0.07,НЕТ
16i-fMUNVlFp4A-SST2EB2bSLivQgb2WGV_AQfuXJepg,N4,,5,11.28,2.89 | 2.86 | 2.42 | 2.33 | 0.78,НЕТ
1aLs5pfZugvvu3W_fhPN5quJujYRS0LV0k2FtE5hcM14,O42,,5,5.30,2.85 | 0.84 | 0.76 | 0.62 | 0.23,НЕТ
1MprMdUIow7B85uhdOwemHmMLJIC4iSBMCWANPAEdb24,N4,,5,7.45,2.85 | 1.49 | 1.46 | 1.24 | 0.41,НЕТ
1Xr9OCrF2tqTK0C3JEIlYVRMyv_DKSlizrOfAfSVuPfc,O8,,5,9.39,2.76 | 2.07 | 1.97 | 1.59 | 1.00,НЕТ
1mNXo_g356piCuk5ZgtH0-_7RS5q11okGkFKFeQrSni4,O8,,5,5.52,2.74 | 1.14 | 0.80 | 0.45 | 0.40,НЕТ
1KLgDz1AyDPKrhKTyKvqYhBb3w9pKNVv3yO5DGjYihWc,O4,,5,3.50,2.69 | 0.25 | 0.23 | 0.20 | 0.13,НЕТ
